Player,Team,Pos,WS,WS/48,Year
Greg Brown III,POR,SF,0.4,0.029,2022
Greg Brown III,POR,PF,-0.1,-0.074,2023
Greg Brown III,DAL,PF,0.0,0.0,2024
Greg Monroe,DET,C,7.0,0.161,2012
Greg Monroe,DET,C,5.9,0.105,2013
Greg Monroe,DET,PF,5.9,0.106,2014
Greg Monroe,DET,PF,6.8,0.153,2015
Greg Monroe,MIL,C,7.5,0.155,2016
Greg Monroe,MIL,C,5.6,0.147,2017
Greg Monroe,3TM,C,3.4,0.155,2018
Greg Monroe,3TM,C,1.1,0.108,2019
Greg Monroe,4TM,C,0.7,0.169,2022
Greg Oden,MIA,C,0.5,0.119,2014
Greg Smith,HOU,C,0.2,0.165,2012
Greg Smith,HOU,C,4.0,0.172,2013
Greg Smith,HOU,C,0.2,0.119,2014
Greg Smith,DAL,PF,0.8,0.108,2015
Greg Smith,MIN,PF,0.2,0.045,2016
Greg Stiemsma,BOS,C,2.7,0.17,2012
Greg Stiemsma,MIN,C,1.7,0.069,2013
Greg Stiemsma,NOP,C,1.5,0.072,2014
Greg Stiemsma,TOR,C,0.1,0.05,2015
Greg Whittington,DEN,PF,-0.1,-0.259,2021
Greivis VÃ¡squez,NOH,PG,2.3,0.064,2012
Greivis VÃ¡squez,NOH,PG,3.8,0.067,2013
Greivis VÃ¡squez,2TM,PG,3.6,0.097,2014
Greivis VÃ¡squez,TOR,PG,2.8,0.066,2015
Greivis VÃ¡squez,MIL,PG,-0.3,-0.033,2016
Greivis VÃ¡squez,BRK,PG,0.0,-0.006,2017
Guerschon Yabusele,BOS,PF,0.6,0.122,2018
Guerschon Yabusele,BOS,PF,0.5,0.088,2019
Gui Santos,GSW,PF,0.7,0.169,2024
Gustavo AyÃ³n,NOH,PF,3.2,0.142,2012
Gustavo AyÃ³n,2TM,C,1.2,0.077,2013
Gustavo AyÃ³n,ATL,C,0.7,0.078,2014
Hakim Warrick,PHO,PF,0.5,0.05,2012
Hakim Warrick,2TM,PF,0.0,-0.001,2013
Hamady N'Diaye,WAS,C,0.0,-0.369,2012
Hamady N'Diaye,SAC,C,0.0,-0.008,2014
Hamed Haddadi,MEM,C,0.6,0.131,2012
Hamed Haddadi,2TM,C,0.1,0.01,2013
Hamidou Diallo,OKC,SG,0.8,0.069,2019
Hamidou Diallo,OKC,SF,0.4,0.022,2020
Hamidou Diallo,2TM,SF,1.6,0.063,2021
Hamidou Diallo,DET,SG,2.1,0.079,2022
Hamidou Diallo,DET,SF,1.3,0.063,2023
Hamidou Diallo,WAS,SG,0.0,0.204,2024
Harrison Barnes,GSW,SF,2.8,0.065,2013
Harrison Barnes,GSW,SF,3.2,0.07,2014
Harrison Barnes,GSW,SF,6.7,0.139,2015
Harrison Barnes,GSW,SF,4.9,0.116,2016
Harrison Barnes,DAL,PF,4.6,0.078,2017
Harrison Barnes,DAL,PF,3.8,0.07,2018
Harrison Barnes,2TM,PF,3.6,0.068,2019
Harrison Barnes,SAC,PF,4.6,0.088,2020
Harrison Barnes,SAC,PF,4.5,0.103,2021
Harrison Barnes,SAC,PF,6.0,0.112,2022
Harrison Barnes,SAC,PF,6.5,0.118,2023
Harrison Barnes,SAC,PF,4.7,0.094,2024
Harry Giles,SAC,PF,1.0,0.056,2019
Harry Giles,SAC,C,1.6,0.112,2020
Harry Giles,POR,C,0.5,0.069,2021
Harry Giles,2TM,C,0.1,0.027,2024
Hasheem Thabeet,2TM,C,0.3,0.102,2012
Hasheem Thabeet,OKC,C,2.2,0.134,2013
Hasheem Thabeet,OKC,C,0.0,0.012,2014
Hassan Whiteside,SAC,C,0.2,0.073,2012
Hassan Whiteside,MIA,C,5.3,0.221,2015
Hassan Whiteside,MIA,C,10.3,0.233,2016
Hassan Whiteside,MIA,C,9.5,0.181,2017
Hassan Whiteside,MIA,C,5.3,0.187,2018
Hassan Whiteside,MIA,C,6.3,0.18,2019
Hassan Whiteside,POR,C,8.5,0.204,2020
Hassan Whiteside,SAC,C,0.9,0.081,2021
Hassan Whiteside,UTA,C,5.8,0.238,2022
Hassani Gravett,ORL,PG,0.3,0.071,2022
Haywood Highsmith,PHI,SF,0.0,-0.023,2019
Haywood Highsmith,MIA,SF,0.1,0.041,2022
Haywood Highsmith,MIA,PF,0.9,0.046,2023
Haywood Highsmith,MIA,PF,3.1,0.108,2024
Hedo TÃ¼rkoÄlu,ORL,SF,2.1,0.06,2012
Hedo TÃ¼rkoÄlu,ORL,SF,-0.5,-0.116,2013
Hedo TÃ¼rkoÄlu,LAC,SF,0.8,0.095,2014
Hedo TÃ¼rkoÄlu,LAC,SF,1.2,0.081,2015
Henri Drell,CHI,SF,0.0,0.047,2024
Henry Ellenson,DET,PF,-0.2,-0.071,2017
Henry Ellenson,DET,PF,0.1,0.02,2018
Henry Ellenson,2TM,PF,0.4,0.077,2019
Henry Ellenson,BRK,C,-0.1,-0.183,2020
Henry Ellenson,TOR,PF,0.1,0.127,2021
Henry Sims,NOH,C,0.0,0.061,2013
Henry Sims,2TM,C,2.1,0.115,2014
Henry Sims,PHI,C,2.1,0.072,2015
Henry Sims,BRK,C,0.4,0.079,2016
Henry Walker,NYK,SG,0.9,0.067,2012
Henry Walker,MIA,SF,0.5,0.039,2015
Herbert Jones,NOP,PF,4.6,0.096,2022
Herbert Jones,NOP,PF,4.2,0.104,2023
Herbert Jones,NOP,SF,6.3,0.131,2024
Hilton Armstrong,GSW,C,0.3,0.162,2014
Hollis Thompson,PHI,SF,2.0,0.055,2014
Hollis Thompson,PHI,SG,2.6,0.07,2015
Hollis Thompson,PHI,SG,1.2,0.026,2016
Hollis Thompson,2TM,SG,0.7,0.047,2017
Hunter Tyson,DEN,PF,0.0,0.007,2024
Ian Clark,UTA,SG,-0.1,-0.025,2014
Ian Clark,2TM,SG,0.2,0.05,2015
Ian Clark,GSW,SG,0.9,0.075,2016
Ian Clark,GSW,SG,2.3,0.099,2017
Ian Clark,NOP,SG,1.1,0.037,2018
Ian Clark,NOP,SG,-0.1,-0.003,2019
Ian Mahinmi,DAL,C,3.4,0.144,2012
Ian Mahinmi,IND,C,2.3,0.083,2013
Ian Mahinmi,IND,C,3.3,0.129,2014
Ian Mahinmi,IND,C,2.1,0.09,2015
Ian Mahinmi,IND,C,6.2,0.163,2016
Ian Mahinmi,WAS,C,1.4,0.123,2017
Ian Mahinmi,WAS,C,2.2,0.093,2018
Ian Mahinmi,WAS,C,1.0,0.092,2019
Ian Mahinmi,WAS,C,1.4,0.083,2020
Ibou Badji,POR,C,0.2,0.046,2024
Ignas Brazdeikis,NYK,SF,-0.1,-0.108,2020
Ignas Brazdeikis,3TM,SF,0.1,0.016,2021
Ignas Brazdeikis,ORL,SF,0.5,0.041,2022
Ike Anigbogu,IND,C,0.1,0.165,2018
Ike Anigbogu,IND,C,-0.1,-0.48,2019
Ike Diogu,SAS,PF,0.0,-0.116,2012
Iman Shumpert,NYK,PG,2.4,0.068,2012
Iman Shumpert,NYK,SG,1.9,0.094,2013
Iman Shumpert,NYK,SG,2.0,0.048,2014
Iman Shumpert,2TM,SG,1.5,0.047,2015
Iman Shumpert,CLE,SG,1.7,0.063,2016
Iman Shumpert,CLE,SG,2.0,0.05,2017
Iman Shumpert,CLE,SG,0.0,-0.006,2018
Iman Shumpert,2TM,SG,1.4,0.045,2019
Iman Shumpert,BRK,SF,0.0,-0.005,2020
Iman Shumpert,BRK,SG,0.0,-0.212,2021
Immanuel Quickley,NYK,PG,3.2,0.125,2021
Immanuel Quickley,NYK,PG,4.2,0.113,2022
Immanuel Quickley,NYK,SG,6.7,0.137,2023
Immanuel Quickley,2TM,SG,4.7,0.115,2024
Isaac Bonga,LAL,PG,-0.1,-0.059,2019
Isaac Bonga,WAS,SF,1.8,0.068,2020
Isaac Bonga,WAS,SF,0.0,-0.001,2021
Isaac Bonga,TOR,SF,0.1,0.06,2022
Isaac Humphries,ATL,C,-0.1,-0.047,2019
Isaac Okoro,CLE,SG,0.9,0.02,2021
Isaac Okoro,CLE,SF,4.2,0.103,2022
Isaac Okoro,CLE,SF,4.2,0.122,2023
Isaac Okoro,CLE,SF,4.2,0.106,2024
Isaiah Briscoe,ORL,PG,0.3,0.023,2019
Isaiah Canaan,HOU,PG,0.2,0.031,2014
Isaiah Canaan,2TM,PG,1.4,0.072,2015
Isaiah Canaan,PHI,SG,1.4,0.035,2016
Isaiah Canaan,CHI,SG,0.5,0.042,2017
Isaiah Canaan,2TM,SG,0.6,0.072,2018
Isaiah Canaan,3TM,PG,0.1,0.008,2019
Isaiah Hartenstein,HOU,PF,0.5,0.101,2019
Isaiah Hartenstein,HOU,C,1.1,0.19,2020
Isaiah Hartenstein,2TM,C,1.6,0.134,2021
Isaiah Hartenstein,LAC,C,5.5,0.215,2022
Isaiah Hartenstein,NYK,C,4.6,0.136,2023
Isaiah Hartenstein,NYK,C,8.1,0.204,2024
Isaiah Hicks,NYK,PF,0.0,-0.003,2018
Isaiah Hicks,NYK,PF,0.1,0.153,2019
Isaiah Jackson,IND,C,1.4,0.126,2022
Isaiah Jackson,IND,C,2.7,0.124,2023
Isaiah Jackson,IND,C,3.3,0.204,2024
Isaiah Joe,PHI,SG,0.6,0.078,2021
Isaiah Joe,PHI,SG,0.4,0.035,2022
Isaiah Joe,OKC,SG,3.8,0.131,2023
Isaiah Joe,OKC,SG,3.5,0.116,2024
Isaiah Livers,DET,SF,0.7,0.085,2022
Isaiah Livers,DET,PF,1.0,0.041,2023
Isaiah Livers,DET,PF,-0.1,-0.015,2024
Isaiah Mobley,CLE,PF,0.2,0.135,2023
Isaiah Mobley,CLE,PF,0.0,0.032,2024
Isaiah Roby,OKC,PF,0.0,-0.188,2020
Isaiah Roby,OKC,PF,1.3,0.043,2021
Isaiah Roby,OKC,PF,2.9,0.147,2022
Isaiah Roby,SAS,PF,-0.1,-0.011,2023
Isaiah Stewart,DET,C,4.0,0.132,2021
Isaiah Stewart,DET,C,3.4,0.091,2022
Isaiah Stewart,DET,C,2.0,0.068,2023
Isaiah Stewart,DET,PF,1.7,0.056,2024
Isaiah Taylor,HOU,PG,0.0,-0.028,2017
Isaiah Taylor,ATL,PG,0.6,0.027,2018
Isaiah Thomas,SAC,PG,4.3,0.124,2012
Isaiah Thomas,SAC,PG,5.0,0.114,2013
Isaiah Thomas,SAC,PG,7.7,0.149,2014
Isaiah Thomas,2TM,PG,6.1,0.169,2015
Isaiah Thomas,BOS,PG,9.7,0.177,2016
Isaiah Thomas,BOS,PG,12.5,0.234,2017
Isaiah Thomas,2TM,PG,0.2,0.009,2018
Isaiah Thomas,DEN,SG,-0.3,-0.077,2019
Isaiah Thomas,WAS,PG,0.0,0.002,2020
Isaiah Thomas,NOP,PG,-0.2,-0.179,2021
Isaiah Thomas,3TM,PG,0.2,0.026,2022
Isaiah Thomas,PHO,PG,0.0,-0.03,2024
Isaiah Todd,WAS,PF,-0.2,-0.104,2022
Isaiah Todd,WAS,PF,-0.2,-0.147,2023
Isaiah Whitehead,BRK,PG,-0.8,-0.023,2017
Isaiah Whitehead,BRK,PG,-0.1,-0.035,2018
Isaiah Wong,IND,SG,0.0,-0.277,2024
Ish Smith,2TM,PG,0.3,0.062,2012
Ish Smith,2TM,PG,-0.4,-0.04,2013
Ish Smith,PHO,PG,1.0,0.048,2014
Ish Smith,2TM,PG,-0.1,-0.006,2015
Ish Smith,2TM,PG,1.3,0.027,2016
Ish Smith,DET,PG,3.1,0.076,2017
Ish Smith,DET,PG,4.4,0.102,2018
Ish Smith,DET,PG,1.7,0.064,2019
Ish Smith,WAS,PG,1.9,0.051,2020
Ish Smith,WAS,PG,1.1,0.056,2021
Ish Smith,2TM,PG,0.5,0.023,2022
Ish Smith,DEN,PG,-0.5,-0.056,2023
Ish Smith,CHO,PG,-0.4,-0.025,2024
Ish Wainright,PHO,PF,0.6,0.079,2022
Ish Wainright,PHO,SF,1.7,0.089,2023
Ish Wainright,2TM,SF,0.0,0.029,2024
Ivan Johnson,ATL,PF,2.2,0.113,2012
Ivan Johnson,ATL,PF,2.3,0.106,2013
Ivan Rabb,MEM,PF,1.2,0.109,2018
Ivan Rabb,MEM,PF,2.1,0.137,2019
Ivica Zubac,LAL,C,1.1,0.086,2017
Ivica Zubac,LAL,C,1.0,0.118,2018
Ivica Zubac,2TM,C,3.2,0.148,2019
Ivica Zubac,LAC,C,6.6,0.241,2020
Ivica Zubac,LAC,C,6.9,0.206,2021
Ivica Zubac,LAC,C,7.2,0.187,2022
Ivica Zubac,LAC,C,6.7,0.149,2023
Ivica Zubac,LAC,C,6.8,0.182,2024
Izaiah Brockington,NOP,PG,0.0,-0.177,2024
J.J. Barea,MIN,PG,1.2,0.056,2012
J.J. Barea,MIN,PG,1.9,0.053,2013
J.J. Barea,MIN,PG,0.7,0.024,2014
J.J. Barea,DAL,PG,2.7,0.096,2015
J.J. Barea,DAL,PG,2.8,0.082,2016
J.J. Barea,DAL,PG,1.3,0.08,2017
J.J. Barea,DAL,PG,3.3,0.098,2018
J.J. Barea,DAL,PG,1.0,0.064,2019
J.J. Barea,DAL,PG,0.7,0.072,2020
J.J. Hickson,2TM,PF,1.7,0.066,2012
J.J. Hickson,POR,C,6.9,0.142,2013
J.J. Hickson,DEN,PF,3.3,0.086,2014
J.J. Hickson,DEN,C,1.8,0.062,2015
J.J. Hickson,2TM,C,0.8,0.088,2016
J.J. O'Brien,UTA,SF,0.0,-0.028,2016
J.P. Macura,CHO,SG,0.0,-0.11,2019
J.P. Macura,CLE,SG,0.0,-0.022,2020
J.R. Smith,NYK,SG,2.5,0.122,2012
J.R. Smith,NYK,SG,6.7,0.12,2013
J.R. Smith,NYK,SF,3.7,0.073,2014
J.R. Smith,2TM,SG,3.7,0.085,2015
J.R. Smith,CLE,SG,5.5,0.111,2016
J.R. Smith,CLE,SG,0.8,0.034,2017
J.R. Smith,CLE,SG,1.4,0.031,2018
J.R. Smith,CLE,SG,-0.2,-0.038,2019
J.R. Smith,LAL,SG,-0.1,-0.077,2020
JD Davison,BOS,SG,0.1,0.059,2023
JD Davison,BOS,SG,0.2,0.228,2024
JJ Redick,ORL,SG,5.2,0.142,2012
JJ Redick,2TM,SG,4.5,0.091,2013
JJ Redick,LAC,SG,3.0,0.147,2014
JJ Redick,LAC,SG,6.7,0.134,2015
JJ Redick,LAC,SG,6.7,0.154,2016
JJ Redick,LAC,SG,4.8,0.105,2017
JJ Redick,PHI,SG,6.6,0.15,2018
JJ Redick,PHI,SG,5.9,0.118,2019
JJ Redick,NOP,SG,4.1,0.125,2020
JJ Redick,2TM,SG,0.7,0.045,2021
JT Thor,CHO,PF,0.3,0.058,2022
JT Thor,CHO,PF,0.2,0.009,2023
JT Thor,CHO,PF,0.6,0.034,2024
Ja Morant,MEM,PG,3.8,0.088,2020
Ja Morant,MEM,PG,3.2,0.074,2021
Ja Morant,MEM,PG,6.7,0.171,2022
Ja Morant,MEM,PG,6.0,0.148,2023
Ja Morant,MEM,PG,0.8,0.124,2024
JaJuan Johnson,BOS,PF,0.2,0.032,2012
JaKarr Sampson,PHI,SF,0.6,0.025,2015
JaKarr Sampson,2TM,SF,0.1,0.006,2016
JaKarr Sampson,SAC,SF,0.8,0.114,2018
JaKarr Sampson,CHI,SF,0.5,0.173,2019
JaKarr Sampson,IND,PF,1.2,0.124,2020
JaKarr Sampson,IND,PF,0.3,0.044,2021
JaMychal Green,2TM,PF,0.4,0.119,2015
JaMychal Green,MEM,PF,2.6,0.086,2016
JaMychal Green,MEM,PF,5.8,0.132,2017
JaMychal Green,MEM,PF,2.6,0.079,2018
JaMychal Green,2TM,PF,2.9,0.101,2019
JaMychal Green,LAC,PF,3.1,0.115,2020
JaMychal Green,DEN,PF,2.6,0.11,2021
JaMychal Green,DEN,PF,2.7,0.118,2022
JaMychal Green,GSW,PF,2.2,0.133,2023
JaQuori McLaughlin,DAL,PG,0.0,-0.101,2022
JaVale McGee,2TM,C,4.1,0.127,2012
JaVale McGee,DEN,C,4.9,0.163,2013
JaVale McGee,DEN,C,-0.1,-0.039,2014
JaVale McGee,2TM,C,0.4,0.071,2015
JaVale McGee,DAL,C,1.1,0.146,2016
JaVale McGee,GSW,C,3.5,0.225,2017
JaVale McGee,GSW,C,2.7,0.212,2018
JaVale McGee,LAL,C,5.9,0.171,2019
JaVale McGee,LAL,C,4.7,0.198,2020
JaVale McGee,2TM,C,1.0,0.068,2021
JaVale McGee,PHO,C,4.9,0.201,2022
JaVale McGee,DAL,C,0.6,0.076,2023
JaVale McGee,SAC,C,0.7,0.101,2024
Jabari Bird,BOS,SG,0.2,0.098,2018
Jabari Brown,LAL,SG,0.4,0.033,2015
Jabari Parker,MIL,PF,1.3,0.088,2015
Jabari Parker,MIL,PF,3.6,0.072,2016
Jabari Parker,MIL,PF,4.0,0.112,2017
Jabari Parker,MIL,PF,1.2,0.08,2018
Jabari Parker,2TM,PF,1.4,0.039,2019
Jabari Parker,2TM,PF,1.6,0.083,2020
Jabari Parker,2TM,PF,0.3,0.089,2021
Jabari Parker,BOS,PF,0.3,0.141,2022
Jabari Smith Jr.,HOU,PF,1.9,0.037,2023
Jabari Smith Jr.,HOU,PF,5.6,0.111,2024
Jabari Walker,POR,SF,0.2,0.015,2023
Jabari Walker,POR,SF,2.9,0.083,2024
Jack Cooley,UTA,C,0.2,0.092,2015
Jack Cooley,SAC,PF,0.3,0.182,2018
Jack White,DEN,SF,0.1,0.108,2023
Jack White,MEM,SF,-0.1,-0.1,2024
Jacob Evans,GSW,SG,-0.1,-0.03,2019
Jacob Evans,2TM,SG,-0.5,-0.056,2020
Jacob Gilyard,MEM,PG,0.1,0.079,2023
Jacob Gilyard,2TM,PG,1.4,0.095,2024
Jacob Pullen,PHI,PG,0.0,-0.21,2018
Jacob Toppin,NYK,SF,0.1,0.161,2024
Jacob Wiley,BRK,PF,0.1,0.094,2018
Jaden Hardy,DAL,SG,0.7,0.048,2023
Jaden Hardy,DAL,SG,0.3,0.014,2024
Jaden Ivey,DET,SG,0.0,-0.001,2023
Jaden Ivey,DET,SG,0.5,0.01,2024
Jaden McDaniels,MIN,PF,1.4,0.046,2021
Jaden McDaniels,MIN,PF,2.4,0.065,2022
Jaden McDaniels,MIN,SF,4.4,0.087,2023
Jaden McDaniels,MIN,SF,3.4,0.077,2024
Jaden Springer,PHI,SG,0.0,0.138,2022
Jaden Springer,PHI,SG,0.3,0.145,2023
Jaden Springer,2TM,SG,0.6,0.052,2024
Jae Crowder,DAL,SF,1.5,0.055,2013
Jae Crowder,DAL,SF,2.3,0.089,2014
Jae Crowder,2TM,SF,3.9,0.113,2015
Jae Crowder,BOS,SF,7.3,0.152,2016
Jae Crowder,BOS,SF,6.7,0.137,2017
Jae Crowder,2TM,SF,2.6,0.06,2018
Jae Crowder,UTA,SF,4.4,0.097,2019
Jae Crowder,2TM,SF,3.8,0.098,2020
Jae Crowder,PHO,PF,3.3,0.097,2021
Jae Crowder,PHO,PF,4.3,0.11,2022
Jae Crowder,MIL,PF,1.2,0.165,2023
Jae Crowder,MIL,PF,1.6,0.065,2024
Jae'Sean Tate,HOU,SF,3.8,0.088,2021
Jae'Sean Tate,HOU,PF,3.0,0.071,2022
Jae'Sean Tate,HOU,SF,0.7,0.049,2023
Jae'Sean Tate,HOU,SF,1.8,0.082,2024
Jahlil Okafor,PHI,C,1.2,0.037,2016
Jahlil Okafor,PHI,C,1.2,0.05,2017
Jahlil Okafor,2TM,C,0.6,0.083,2018
Jahlil Okafor,NOP,C,2.2,0.115,2019
Jahlil Okafor,NOP,C,1.3,0.133,2020
Jahlil Okafor,DET,C,0.6,0.082,2021
Jahmi'us Ramsey,SAC,SG,0.0,0.012,2021
Jahmi'us Ramsey,SAC,SG,-0.1,-0.047,2022
Jahmi'us Ramsey,TOR,SG,0.1,0.021,2024
Jaime Echenique,WAS,C,0.0,-0.012,2022
Jaime Jaquez Jr.,MIA,SF,4.0,0.092,2024
Jake LaRavia,MEM,PF,0.5,0.054,2023
Jake LaRavia,MEM,PF,1.0,0.062,2024
Jake Layman,POR,SF,-0.3,-0.054,2017
Jake Layman,POR,SF,-0.1,-0.021,2018
Jake Layman,POR,SF,3.1,0.111,2019
Jake Layman,MIN,SF,0.3,0.03,2020
Jake Layman,MIN,SF,0.7,0.051,2021
Jake Layman,MIN,SF,0.1,0.024,2022
Jakob Poeltl,TOR,C,1.6,0.125,2017
Jakob Poeltl,TOR,C,5.6,0.175,2018
Jakob Poeltl,SAS,C,5.1,0.193,2019
Jakob Poeltl,SAS,C,4.0,0.163,2020
Jakob Poeltl,SAS,C,5.7,0.148,2021
Jakob Poeltl,SAS,C,6.9,0.168,2022
Jakob Poeltl,2TM,C,6.0,0.15,2023
Jakob Poeltl,TOR,C,3.8,0.138,2024
Jalen Brunson,DAL,PG,2.6,0.077,2019
Jalen Brunson,DAL,PG,2.1,0.101,2020
Jalen Brunson,DAL,PG,5.1,0.143,2021
Jalen Brunson,DAL,SG,7.5,0.143,2022
Jalen Brunson,NYK,PG,8.7,0.175,2023
Jalen Brunson,NYK,PG,11.2,0.198,2024
Jalen Crutcher,NOP,PG,0.0,-0.334,2024
Jalen Duren,DET,C,4.5,0.129,2023
Jalen Duren,DET,C,4.8,0.13,2024
Jalen Green,HOU,SG,0.7,0.015,2022
Jalen Green,HOU,SG,1.8,0.034,2023
Jalen Green,HOU,SG,3.1,0.056,2024
Jalen Harris,TOR,SG,0.3,0.079,2021
Jalen Hood-Schifino,LAL,SG,-0.5,-0.222,2024
Jalen Johnson,ATL,PF,0.0,0.013,2022
Jalen Johnson,ATL,SF,2.1,0.099,2023
Jalen Johnson,ATL,SF,3.8,0.098,2024
Jalen Jones,2TM,SF,0.1,0.027,2018
Jalen Jones,CLE,SF,0.3,0.056,2019
Jalen Lecque,PHO,SG,0.0,-0.065,2020
Jalen Lecque,IND,PG,-0.1,-0.232,2021
Jalen McDaniels,CHO,SF,0.5,0.078,2020
Jalen McDaniels,CHO,SF,1.2,0.062,2021
Jalen McDaniels,CHO,SF,1.7,0.093,2022
Jalen McDaniels,2TM,SF,2.7,0.068,2023
Jalen McDaniels,TOR,SF,-0.8,-0.074,2024
Jalen Pickett,DEN,SG,0.2,0.065,2024
Jalen Slawson,SAC,SF,0.0,0.058,2024
Jalen Smith,PHO,PF,0.1,0.022,2021
Jalen Smith,2TM,PF,2.8,0.145,2022
Jalen Smith,IND,C,2.3,0.085,2023
Jalen Smith,IND,C,4.0,0.182,2024
Jalen Suggs,ORL,PG,-1.6,-0.06,2022
Jalen Suggs,ORL,SG,1.4,0.053,2023
Jalen Suggs,ORL,SG,4.7,0.112,2024
Jalen Williams,OKC,SG,5.6,0.119,2023
Jalen Williams,OKC,PF,7.3,0.157,2024
Jalen Wilson,BRK,PF,1.1,0.077,2024
Jamaal Franklin,MEM,SG,0.0,-0.002,2014
Jamaal Franklin,DEN,SG,0.0,-0.063,2015
Jamaal Magloire,TOR,C,-0.2,-0.021,2012
Jamaal Tinsley,UTA,PG,0.1,0.006,2012
Jamaal Tinsley,UTA,PG,0.9,0.035,2013
Jamaal Tinsley,UTA,PG,-0.3,-0.122,2014
Jamal Cain,MIA,PF,0.8,0.169,2023
Jamal Cain,MIA,PF,0.5,0.089,2024
Jamal Crawford,POR,PG,2.3,0.069,2012
Jamal Crawford,LAC,SG,5.4,0.116,2013
Jamal Crawford,LAC,SG,5.3,0.122,2014
Jamal Crawford,LAC,SG,3.6,0.102,2015
Jamal Crawford,LAC,SG,3.3,0.076,2016
Jamal Crawford,LAC,SG,1.9,0.043,2017
Jamal Crawford,MIN,SG,1.3,0.037,2018
Jamal Crawford,PHO,SG,0.2,0.006,2019
Jamal Crawford,BRK,SG,0.1,0.492,2020
Jamal Murray,DEN,SG,1.3,0.037,2017
Jamal Murray,DEN,PG,5.5,0.103,2018
Jamal Murray,DEN,PG,5.1,0.1,2019
Jamal Murray,DEN,PG,4.3,0.107,2020
Jamal Murray,DEN,PG,4.6,0.129,2021
Jamal Murray,DEN,PG,5.1,0.116,2023
Jamal Murray,DEN,PG,5.9,0.153,2024
Jamaree Bouyea,2TM,PG,0.0,0.013,2023
Jamaree Bouyea,2TM,PG,-0.3,-0.129,2024
Jamario Moon,CHA,SF,-0.3,-0.1,2012
Jameel Warney,DAL,PF,0.1,0.157,2018
Jameer Nelson,ORL,PG,3.5,0.099,2012
Jameer Nelson,ORL,PG,2.1,0.05,2013
Jameer Nelson,ORL,PG,2.8,0.062,2014
Jameer Nelson,3TM,PG,1.4,0.047,2015
Jameer Nelson,DEN,PG,0.5,0.024,2016
Jameer Nelson,DEN,PG,2.8,0.066,2017
Jameer Nelson,2TM,PG,0.6,0.028,2018
Jamel Artis,ORL,SG,0.0,-0.006,2018
James Anderson,SAS,SG,0.5,0.04,2012
James Anderson,2TM,SG,0.9,0.106,2013
James Anderson,PHI,SG,1.9,0.039,2014
James Anderson,SAC,SG,-0.3,-0.017,2016
James Bouknight,CHO,SG,0.0,0.001,2022
James Bouknight,CHO,SG,-0.4,-0.04,2023
James Bouknight,CHO,SG,0.1,0.062,2024
James Ennis III,MIA,SF,1.9,0.088,2015
James Ennis III,3TM,SF,0.9,0.133,2016
James Ennis III,MEM,SF,3.1,0.101,2017
James Ennis III,2TM,SF,3.1,0.092,2018
James Ennis III,2TM,SF,2.6,0.103,2019
James Ennis III,2TM,SG,2.4,0.09,2020
James Ennis III,ORL,SF,2.0,0.097,2021
James Ennis III,3TM,SF,0.1,0.114,2022
James Harden,OKC,SG,9.3,0.23,2012
James Harden,HOU,SG,12.8,0.206,2013
James Harden,HOU,SG,12.8,0.221,2014
James Harden,HOU,SG,16.4,0.265,2015
James Harden,HOU,SG,13.3,0.204,2016
James Harden,HOU,PG,15.0,0.245,2017
James Harden,HOU,SG,15.4,0.289,2018
James Harden,HOU,PG,15.2,0.254,2019
James Harden,HOU,SG,13.1,0.254,2020
James Harden,2TM,PG,7.0,0.208,2021
James Harden,2TM,PG,7.6,0.152,2022
James Harden,PHI,PG,8.4,0.188,2023
James Harden,LAC,PG,8.4,0.163,2024
James Johnson,TOR,SF,2.6,0.079,2012
James Johnson,SAC,SF,-0.5,-0.028,2013
James Johnson,MEM,SF,3.0,0.15,2014
James Johnson,TOR,PF,4.1,0.143,2015
James Johnson,TOR,PF,1.3,0.068,2016
James Johnson,MIA,PF,5.1,0.117,2017
James Johnson,MIA,PF,5.0,0.123,2018
James Johnson,MIA,PF,1.5,0.062,2019
James Johnson,2TM,PF,1.1,0.089,2020
James Johnson,2TM,PF,1.2,0.055,2021
James Johnson,BRK,PF,1.7,0.068,2022
James Johnson,IND,PF,0.1,0.017,2023
James Johnson,IND,PF,0.0,-0.05,2024
James Jones,MIA,SG,1.7,0.12,2012
James Jones,MIA,SF,0.2,0.054,2013
James Jones,MIA,SF,0.7,0.147,2014
James Jones,CLE,SF,1.5,0.11,2015
James Jones,CLE,SF,1.2,0.12,2016
James Jones,CLE,SF,0.8,0.102,2017
James Michael McAdoo,GSW,PF,0.5,0.177,2015
James Michael McAdoo,GSW,PF,0.8,0.146,2016
James Michael McAdoo,GSW,PF,1.1,0.117,2017
James Michael McAdoo,PHI,PF,0.0,0.023,2018
James Nunnally,2TM,SF,-0.1,-0.021,2014
James Nunnally,2TM,SF,0.1,0.035,2019
James Nunnally,NOP,SF,0.0,0.031,2021
James Singleton,WAS,PF,1.0,0.186,2012
James Southerland,2TM,SF,0.0,-0.023,2014
James Webb III,BRK,SF,-0.1,-0.041,2018
James White,NYK,SF,0.5,0.051,2013
James Wiseman,GSW,C,0.7,0.042,2021
James Wiseman,2TM,C,1.4,0.077,2023
James Wiseman,DET,C,2.1,0.094,2024
James Young,BOS,SG,0.3,0.047,2015
James Young,BOS,SG,0.1,0.013,2016
